"ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneName","Description"
"10042",-0.0634864864864859,4.23237162162162,-0.906178645862573,0.365571111470353,0.444539032871929,-6.81314731274372,"LRRC19","ref|Homo sapiens leucine rich repeat containing 19 (LRRC19), mRNA [NM_022901]"
"10043",0.113635135135137,6.00958783783784,1.04988250629582,0.29462013836929,0.369945781047253,-6.673319220331,"TFF2","ref|Homo sapiens trefoil factor 2 (TFF2), mRNA [NM_005423]"
"10078",-0.114952702702711,10.3184290540541,-1.5056114362672,0.133222825705737,0.187377143310715,-6.09539016513051,"HIRA","ref|Homo sapiens HIR histone cell cycle regulation defective homolog A (S. cerevisiae) (HIRA), mRNA [NM_003325]"
"10080",0.154581081081083,7.77895945945946,1.23898926231033,0.216321388174103,0.285217433449395,-6.45826261563852,"A_23_P317056","Unknown"
"10088",0.178837837837838,14.6698986486486,3.56574420825949,0.000422302584591132,0.0010107605478216,-1.00908739028128,"H3F3B","ref|Homo sapiens H3 histone, family 3B (H3.3B) (H3F3B), mRNA [NM_005324]"
"10113",1.05613513513513,5.22740540540541,9.72046459581171,1.38106060677661e-19,1.83279475702156e-18,33.7200089467275,"NOXO1","ref|Homo sapiens NADPH oxidase organizer 1 (NOXO1), transcript variant c, mRNA [NM_172168]"
"10114",0.272324324324321,5.79410135135135,4.87770209643429,1.74730548089458e-06,5.81564926334035e-06,4.19987573618912,"TAF1A","ref|Homo sapiens TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa (TAF1A), transcript variant 1, mRNA [NM_005681]"
"10119",-0.120952702702703,7.69171959459459,-2.16691404891732,0.0310310272955992,0.0513488311598206,-4.89738545133604,"NUCKS1","ref|Homo sapiens nuclear casein kinase and cyclin-dependent kinase substrate 1 (NUCKS1), mRNA [NM_022731]"
"10124",-0.478310810810809,8.68330405405405,-7.62352883760307,3.30001792746597e-13,2.28534180084172e-12,19.2684327258458,"BIVM","ref|Homo sapiens basic, immunoglobulin-like variable motif containing (BIVM), transcript variant 1, mRNA [NM_017693]"
"10145",0.419358108108106,11.4683006756757,6.46237338662702,4.18071373559778e-10,2.09393777892146e-09,12.2792006103746,"ANKS3","ref|Homo sapiens ankyrin repeat and sterile alpha motif domain containing 3 (ANKS3), mRNA [NM_133450]"
"10147",-0.700925675675673,6.34345608108108,-8.10958543891737,1.32275819766908e-14,1.06503663488743e-13,22.4264365036271,"PREX2","ref|Homo sapiens phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 (PREX2), transcript variant 2, mRNA [NM_025170]"
"10148",0.145682432432435,5.63307094594595,2.61130423699047,0.00947485296983588,0.0175886357908303,-3.8578248930731,"lincRNA:chr12:5439914-5448714_R","lincRNA:chr12:5439914-5448714 reverse strand"
"10149",0.780479729729734,10.1804831081081,11.7315638527388,2.12882574834157e-26,7.26908529251229e-25,49.2117156295669,"NACC1","ref|Homo sapiens nucleus accumbens associated 1, BEN and BTB (POZ) domain containing (NACC1), mRNA [NM_052876]"
"10159",0.345358108108114,7.8364695945946,4.42921451986018,1.32825827011491e-05,3.96781110319129e-05,2.25852956593139,"ENTPD1","ref|Homo sapiens ectonucleoside triphosphate diphosphohydrolase 1 (ENTPD1), transcript variant 1, mRNA [NM_001776]"
"10160",0.315520270270267,5.90355743243243,4.53439861874447,8.36977137635642e-06,2.57167753685355e-05,2.69926718546729,"PRUNE","ref|Homo sapiens prune homolog (Drosophila) (PRUNE), mRNA [NM_021222]"
"10162",-0.00676351351351734,9.15442905405405,-0.141413563723412,0.88763848863286,0.911807828244295,-7.21240431856553,"RUFY2","ref|Homo sapiens RUN and FYVE domain containing 2 (RUFY2), transcript variant 2, mRNA [NM_001042417]"
"10206",-0.142324324324322,8.21886486486486,-2.36962784417394,0.0184409387766547,0.0321410997008907,-4.4462681857212,"CDX1","ref|Homo sapiens caudal type homeobox 1 (CDX1), mRNA [NM_001804]"
"10207",0.0768243243243241,8.58237837837838,1.41746794595732,0.157387580654504,0.216534367153346,-6.22305325199456,"ZBTB33","ref|Homo sapiens zinc finger and BTB domain containing 33 (ZBTB33), mRNA [NM_006777]"
"10208",0.101250000000006,10.4982601351351,1.92267866257283,0.0554703806301661,0.0865400835710911,-5.38891461371,"HSPA5","ref|Homo sapiens heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa) (HSPA5), mRNA [NM_005347]"
"10242",-0.265520270270273,5.56042905405405,-4.5785276224512,6.8779255916104e-06,2.13715947642334e-05,2.88685691048413,"lincRNA:chr6:14230071-14628896_F","lincRNA:chr6:14230071-14628896 forward strand"
"10244",-0.0307229729729723,4.1104222972973,-0.47771509108524,0.633202112456664,0.700099144900089,-7.10853810312429,"NXN","gb|Homo sapiens nucleoredoxin, mRNA (cDNA clone IMAGE:4689777), complete cds. [BC104634]"
"10278",0.0495405405405398,4.50793243243243,0.720448748073138,0.471811708253771,0.549722334050097,-6.96357860071042,"TULP1","ref|Homo sapiens tubby like protein 1 (TULP1), mRNA [NM_003322]"
"10280",-0.278385135135148,10.5472871621622,-3.8994386930424,0.000119101951760867,0.00031131897769077,0.178347762461277,"FAM107B","ref|Homo sapiens family with sequence similarity 107, member B (FAM107B), mRNA [NM_031453]"
"10311",-0.363364864864867,11.5433783783784,-5.72461591145402,2.5214253079313e-08,1.037855485306e-07,8.29192228039426,"MID1IP1","ref|Homo sapiens MID1 interacting protein 1 (gastrulation specific G12 homolog (zebrafish)) (MID1IP1), transcript variant 1, mRNA [NM_021242]"
"10312",0.206614864864866,4.21288851351351,2.71946985909196,0.00692109173562657,0.0132042688169907,-3.57678560132562,"LAMB4","ref|Homo sapiens laminin, beta 4 (LAMB4), mRNA [NM_007356]"
"10325",-0.551412162162165,7.78405743243243,-5.9951359550069,5.8505023495936e-09,2.59050165559857e-08,9.71019405372007,"NRGN","ref|Homo sapiens neurogranin (protein kinase C substrate, RC3) (NRGN), transcript variant 1, mRNA [NM_006176]"
"10326",-0.0161013513513515,4.2996722972973,-0.270778439665492,0.786748307840999,0.831354999792228,-7.18579746298342,"ERCC-00013_180",""
"10370",-0.0812094594594628,3.84233445945946,-1.07574037385985,0.282910812338625,0.357787721038142,-6.64599310305355,"GUCY2E","ref|Homo sapiens guanylate cyclase 2E (GUCY2E), non-coding RNA [NR_024042]"
"10371",-0.0743108108108133,3.68927702702703,-0.949996441616419,0.342881453956718,0.420665995701424,-6.77267496221674,"OR51A4","ref|Homo sapiens olfactory receptor, family 51, subfamily A, member 4 (OR51A4), mRNA [NM_001005329]"
"10405",-1.18598648648649,12.8133175675676,-9.46870182724416,8.92775172876005e-19,1.08477980745817e-17,31.8796840607253,"DUSP1","ref|Homo sapiens dual specificity phosphatase 1 (DUSP1), mRNA [NM_004417]"
"10406",0.0811351351351339,4.55113513513514,1.56946746411305,0.117596894749981,0.168333266871811,-5.9981683800412,"TTTY6","ref|Homo sapiens testis-specific transcript, Y-linked 6 (non-protein coding) (TTTY6), non-coding RNA [NR_001527]"
"10407",0.206783783783789,5.98507432432432,3.50202032624886,0.000532225036129448,0.00125207378376342,-1.22479218468268,"LOC389634","ref|Homo sapiens hypothetical LOC389634 (LOC389634), non-coding RNA [NR_024420]"
"10408",0.59043918918919,5.19205067567568,6.44628190331287,4.58926545074715e-10,2.28876159686516e-09,12.1882829919013,"ENST00000342355","ens|Doublecortin domain-containing protein 1  [Source:UniProtKB/Swiss-Prot;Acc:P59894] [ENST00000342355]"
"10416",0.136736486486482,11.7862466216216,2.72083131150581,0.0068933513493549,0.0131647673452877,-3.57317901442375,"AGAP3","ref|Homo sapiens ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 (AGAP3), transcript variant 1, mRNA [NM_031946]"
"10429",1.62483108108108,5.06726689189189,7.99676014960753,2.82201585801198e-14,2.20206675292411e-13,21.6820763183515,"BMPR1B","ref|Homo sapiens bone morphogenetic protein receptor, type IB (BMPR1B), mRNA [NM_001203]"
"10430",0.0222567567567591,5.20000675675676,0.453252493245238,0.650695755240521,0.715719431698838,-7.1198951744044,"lincRNA:chr5:134298401-134303601_F","lincRNA:chr5:134298401-134303601 forward strand"
"10444",-0.052533783783784,5.57798310810811,-0.954683802651809,0.340508968723149,0.418029380838969,-6.76823301158591,"COL9A1","ref|Homo sapiens collagen, type IX, alpha 1 (COL9A1), transcript variant 1, mRNA [NM_001851]"
"10445",-0.0157500000000019,3.54226689189189,-0.183552788058675,0.854488739541307,0.885337391710794,-7.20557100298366,"MAGEC1","ref|Homo sapiens melanoma antigen family C, 1 (MAGEC1), mRNA [NM_005462]"
"10452",0.126040540540545,3.95931756756757,2.09218985118331,0.037264832158244,0.0605189671363532,-5.05382622720775,"C1orf105","ref|Homo sapiens chromosome 1 open reading frame 105 (C1orf105), mRNA [NM_139240]"
"10473",0.619959459459453,8.26327027027027,9.16209894229231,8.3716564425984e-18,9.15014225198022e-17,29.6737522194654,"ZNF707","ref|Homo sapiens zinc finger protein 707 (ZNF707), transcript variant 1, mRNA [NM_173831]"
"10474",-0.0482905405405383,4.07753716216216,-0.837640834202024,0.402901636813099,0.481546718705079,-6.87264046589042,"lincRNA:chr11:64259424-64274774_F","lincRNA:chr11:64259424-64274774 forward strand"
"10475",-0.0515135135135072,5.38358783783784,-0.81248842086897,0.417157977422896,0.496240309824363,-6.89330616699491,"GUCY2G","ref|Homo sapiens guanylate cyclase 2G homolog (mouse) pseudogene (GUCY2G), non-coding RNA [NR_028134]"
"10476",-0.0754594594594566,4.93140540540541,-0.809054495320422,0.419127248908389,0.49820283836703,-6.89607888776611,"LOC642366","gb|Homo sapiens mRNA; cDNA DKFZp781G1747 (from clone DKFZp781G1747) [CR936786]"
"10477",-0.0478986486486459,8.45208445945946,-0.60732558735152,0.544095890884258,0.619253663007911,-7.03842548206541,"C1orf53","ref|Homo sapiens chromosome 1 open reading frame 53 (C1orf53), mRNA [NM_001024594]"
"10488",0.147635135135135,4.99335810810811,3.2540455134078,0.00126819603563026,0.00278461443542753,-2.02993090483981,"LOC339442","gb|Homo sapiens cDNA clone IMAGE:5165720 [BC042675]"
"10489",0.282986486486482,7.36893918918919,5.89479196777708,1.01173455673585e-08,4.36613861292463e-08,9.17806683153573,"ENST00000358165","ens|Ribonuclease T2 Precursor (EC 3.1.27.-)(Ribonuclease 6) [Source:UniProtKB/Swiss-Prot;Acc:O00584] [ENST00000358165]"
"10490",0.00114864864865361,10.8334189189189,0.0272611881275324,0.978269602252367,0.983208765568068,-7.22201304075358,"TRAPPC4","ref|Homo sapiens trafficking protein particle complex 4 (TRAPPC4), mRNA [NM_016146]"
"10491",-0.852304054054047,9.41292905405405,-9.39478376867413,1.53686129738193e-18,1.80639124350569e-17,31.3442462789949,"GPR34","ref|Homo sapiens G protein-coupled receptor 34 (GPR34), transcript variant 4, mRNA [NM_001097579]"
"10494",0.146587837837842,4.96377364864865,1.78665194301949,0.0750069998852377,0.113005715125005,-5.63783708045556,"ENST00000398668","ens|Putative uncharacterized protein ENSP00000346720  [Source:UniProtKB/TrEMBL;Acc:A6NG04] [ENST00000398668]"
"10534",0.0456824324324305,10.3930641891892,0.833101174258491,0.405452782738133,0.484286510315073,-6.87641671400074,"SLC44A2","ref|Homo sapiens solute carrier family 44, member 2 (SLC44A2), transcript variant 1, mRNA [NM_020428]"
"10536",-0.0756824324324334,7.14220608108108,-1.47229664686254,0.141992799308533,0.198074344763774,-6.14453387813275,"HDAC8","ref|Homo sapiens histone deacetylase 8 (HDAC8), transcript variant 3, mRNA [NM_001166419]"
"10570",-0.320202702702698,8.90305405405405,-2.29436993715586,0.0224623302706933,0.0384763020894557,-4.61828995126552,"COL14A1","ref|Homo sapiens collagen, type XIV, alpha 1 (COL14A1), mRNA [NM_021110]"
"10571",-1.69958108108108,9.04617567567568,-10.8051575472752,3.41792616617631e-23,7.28430915962312e-22,41.9171014464595,"ME1","ref|Homo sapiens malic enzyme 1, NADP(+)-dependent, cytosolic (ME1), mRNA [NM_002395]"
