"ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneName","Description"
"10113",1.05613513513513,5.22740540540541,9.72046459581171,1.38106060677661e-19,1.83279475702156e-18,33.7200089467275,"NOXO1","ref|Homo sapiens NADPH oxidase organizer 1 (NOXO1), transcript variant c, mRNA [NM_172168]"
"10405",-1.18598648648649,12.8133175675676,-9.46870182724416,8.92775172876005e-19,1.08477980745817e-17,31.8796840607253,"DUSP1","ref|Homo sapiens dual specificity phosphatase 1 (DUSP1), mRNA [NM_004417]"
"10429",1.62483108108108,5.06726689189189,7.99676014960753,2.82201585801198e-14,2.20206675292411e-13,21.6820763183515,"BMPR1B","ref|Homo sapiens bone morphogenetic protein receptor, type IB (BMPR1B), mRNA [NM_001203]"
"10571",-1.69958108108108,9.04617567567568,-10.8051575472752,3.41792616617631e-23,7.28430915962312e-22,41.9171014464595,"ME1","ref|Homo sapiens malic enzyme 1, NADP(+)-dependent, cytosolic (ME1), mRNA [NM_002395]"
"10594",2.41827027027028,7.93701351351351,9.03945416534012,2.02691962839445e-17,2.12953686128278e-16,28.8026669163999,"POTEE","ref|Homo sapiens POTE ankyrin domain family, member E (POTEE), mRNA [NM_001083538]"
"10921",1.7711554054054,6.01496283783784,12.320261608952,1.74645793807162e-28,8.51034399406149e-27,53.9614612689862,"SLC7A11","ref|Homo sapiens solute carrier family 7, (cationic amino acid transporter, y+ system) member 11 (SLC7A11), mRNA [NM_014331]"
"11139",1.13675,6.902625,10.9367899359563,1.2153236187917e-23,2.80754759936177e-22,42.9385883740723,"RBP5","ref|Homo sapiens retinol binding protein 5, cellular (RBP5), mRNA [NM_031491]"
"11145",2.34823648648648,6.05778716216216,12.6937159890006,7.98329741164539e-30,4.97944870555695e-28,57.0134752179252,"C19orf21","ref|Homo sapiens chromosome 19 open reading frame 21 (C19orf21), mRNA [NM_173481]"
"11265",3.04863513513514,7.74520945945946,16.9264155879724,1.53839216742074e-45,7.19659855919423e-42,92.8274448397534,"TUBB3","ref|Homo sapiens tubulin, beta 3 (TUBB3), mRNA [NM_006086]"
"11308",-2.02380405405406,12.7814695945946,-13.2269156478639,9.32390518847012e-32,8.30804351841204e-30,61.4162268646575,"CEBPA","ref|Homo sapiens CCAAT/enhancer binding protein (C/EBP), alpha (CEBPA), mRNA [NM_004364]"
"11475",-2.02889864864865,12.6420506756757,-12.6444633828839,1.20111092631875e-29,7.05545171560977e-28,56.6093807608157,"TNXB","ref|Homo sapiens tenascin XB (TNXB), transcript variant XB, mRNA [NM_019105]"
"11636",-1.16074324324324,7.41258108108108,-11.1844797479669,1.71268958403037e-24,4.39011609539402e-23,44.8747515236013,"PRR5","ref|Homo sapiens proline rich 5 (renal) (PRR5), transcript variant 2, mRNA [NM_015366]"
"11801",1.44892567567568,6.49793581081081,10.822566110278,2.98196890184164e-23,6.41363242428286e-22,42.051888718023,"MATN3","ref|Homo sapiens matrilin 3 (MATN3), mRNA [NM_002381]"
"11951",1.26970270270271,11.1128783783784,15.4690756874555,4.62963171233863e-40,3.36854239715195e-37,80.3412193026885,"SLC20A1","ref|Homo sapiens solute carrier family 20 (phosphate transporter), member 1 (SLC20A1), mRNA [NM_005415]"
"12130",-2.24364864864865,10.4049797297297,-14.6920837226043,3.69691917070893e-37,1.28105095411677e-34,73.726188793105,"GPC3","ref|Homo sapiens glypican 3 (GPC3), transcript variant 1, mRNA [NM_001164617]"
"12286",-1.17053378378378,7.82598310810811,-10.0378054939451,1.26934581149432e-20,1.92479731156253e-19,36.0748502450904,"SMOC1","ref|Homo sapiens SPARC related modular calcium binding 1 (SMOC1), transcript variant 1, mRNA [NM_001034852]"
"12296",1.44214864864865,5.44880405405405,12.6886512709002,8.3259515836126e-30,5.15878165670725e-28,56.9719002020027,"lincRNA:chr17:70442671-70443408_R","lincRNA:chr17:70442671-70443408 reverse strand"
"12297",1.01093243243243,5.79748648648649,7.7034412333207,1.96146209991792e-13,1.39980468396888e-12,19.7787869430806,"FCRLA","ref|Homo sapiens Fc receptor-like A (FCRLA), mRNA [NM_032738]"
"12402",-1.18475675675677,10.4650810810811,-11.526742189983,1.11051878612822e-25,3.40656188951331e-24,47.5787200941975,"ECHDC1","ref|Homo sapiens enoyl Coenzyme A hydratase domain containing 1 (ECHDC1), transcript variant 2, mRNA [NM_018479]"
"1433",1.04171621621621,10.5335675675676,5.47790228629366,9.14183636885896e-08,3.52850746976256e-07,7.04437874505194,"SERPINA1","ref|Homo sapiens serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1 (SERPINA1), transcript variant 2, mRNA [NM_001002236]"
"14674",-1.30622972972974,7.3817027027027,-9.76823185982377,9.66545923022786e-20,1.30679243580942e-18,34.0720105538246,"BMPER","ref|Homo sapiens BMP binding endothelial regulator (BMPER), mRNA [NM_133468]"
"14916",-2.30283783783784,9.7227027027027,-13.6653678878451,2.32035110507328e-33,2.85647433408758e-31,65.0711873157788,"NPR1","ref|Homo sapiens natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A) (NPR1), mRNA [NM_000906]"
"14970",-1.17828378378379,12.6954324324324,-9.34511359267654,2.21107042157688e-18,2.55707971128223e-17,30.9857277827394,"DUSP1","ref|Homo sapiens dual specificity phosphatase 1 (DUSP1), mRNA [NM_004417]"
"15153",-2.56041216216217,10.0279425675676,-13.3362082142373,3.72329213280448e-32,3.66685486258091e-30,62.3245841896932,"CES1","ref|Homo sapiens carboxylesterase 1 (monocyte/macrophage serine esterase 1) (CES1), transcript variant 3, mRNA [NM_001266]"
"15157",-1.30917567567568,7.71439189189189,-10.9337737567894,1.24453486102969e-23,2.8609012677626e-22,42.9151232255877,"ENST00000440528","ens|STGC3  [Source:UniProtKB/TrEMBL;Acc:Q8IWV3] [ENST00000440528]"
"15314",2.06494594594595,7.2462972972973,9.56309496190507,4.44755554486059e-19,5.54078957093418e-18,32.5666929518541,"DOK7","ref|Homo sapiens docking protein 7 (DOK7), transcript variant 1, mRNA [NM_173660]"
"15400",2.05472972972973,5.89727027027027,14.9783979261469,3.16688544424462e-38,1.34679000983421e-35,76.1585852613626,"E2F7","ref|Homo sapiens E2F transcription factor 7 (E2F7), mRNA [NM_203394]"
"15494",-1.45005405405406,11.8326283783784,-11.3254536352961,5.57128528917308e-25,1.52412120366969e-23,45.9845974632639,"SYNPO","ref|Homo sapiens synaptopodin (SYNPO), transcript variant 1, mRNA [NM_007286]"
"15634",-1.0630472972973,5.72245608108108,-9.41523459659823,1.32271675706685e-18,1.57047436283216e-17,31.4921590277518,"SLC6A2","ref|Homo sapiens solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2 (SLC6A2), mRNA [NM_001043]"
"15640",-1.40444594594595,10.1784797297297,-11.3596054095932,4.2407853770963e-25,1.17642037152189e-23,46.25429472402,"GPT2","ref|Homo sapiens glutamic pyruvate transaminase (alanine aminotransferase) 2 (GPT2), transcript variant 1, mRNA [NM_133443]"
"15651",-2.10508108108108,11.0289459459459,-11.0203978174728,6.28484266010788e-24,1.51012191559346e-22,43.5901237833603,"ZBTB16","ref|Homo sapiens zinc finger and BTB domain containing 16 (ZBTB16), transcript variant 1, mRNA [NM_006006]"
"15655",-1.00775675675676,9.49702027027027,-8.12009622506637,1.23219560518599e-14,9.96406402949017e-14,22.496120259773,"CD209","ref|Homo sapiens CD209 molecule (CD209), transcript variant 1, mRNA [NM_021155]"
"15669",1.0177027027027,9.98714864864865,3.24461985331652,0.00130942938912617,0.00286909165448815,-2.05945165937233,"ENST00000390294","ens|V1-17 protein Fragment  [Source:UniProtKB/TrEMBL;Acc:A2MYD0] [ENST00000390294]"
"15814",1.07237162162162,9.14877364864865,9.00621873373585,2.57286026211092e-17,2.68058804145988e-16,28.5677571728249,"EFNA4","ref|Homo sapiens ephrin-A4 (EFNA4), transcript variant 3, mRNA [NM_182690]"
"15821",1.00797972972973,5.60709797297297,9.98246986852507,1.9297596263866e-20,2.87497309943838e-19,35.6615024824826,"lincRNA:chr8:129108840-129113465_R","lincRNA:chr8:129108840-129113465 reverse strand"
"15890",-2.67804054054054,8.73087837837838,-12.8115663963935,2.99849712847624e-30,2.03289414014664e-28,57.9822411509481,"MRAP","ref|Homo sapiens melanocortin 2 receptor accessory protein (MRAP), transcript variant 2, mRNA [NM_206898]"
"15899",-1.06406081081081,6.95909797297297,-10.425099864509,6.56427171957153e-22,1.19021950016107e-20,38.9986127343782,"KCNE1L","ref|Homo sapiens KCNE1-like (KCNE1L), mRNA [NM_012282]"
"16019",2.31908108108108,6.15366216216216,15.8385370195196,1.90428737349125e-41,3.56330253327682e-38,83.4998378396471,"SPC25","ref|Homo sapiens SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae) (SPC25), mRNA [NM_020675]"
"16119",1.16143918918919,5.73264527027027,10.9490919506245,1.10308184650403e-23,2.57367425333957e-22,43.0343235070906,"GPR84","ref|Homo sapiens G protein-coupled receptor 84 (GPR84), mRNA [NM_020370]"
"16133",1.50777702702703,13.319652027027,12.6029829311016,1.69369011350387e-29,9.66229554996478e-28,56.269415946558,"IFI30","ref|Homo sapiens interferon, gamma-inducible protein 30 (IFI30), mRNA [NM_006332]"
"16328",3.64070945945946,8.98092905405405,15.2677656023303,2.62581898158333e-39,1.29300854693125e-36,78.6232959583119,"COL10A1","ref|Homo sapiens collagen, type X, alpha 1 (COL10A1), mRNA [NM_000493]"
"16347",-1.11069594594596,11.7037331081081,-7.2117689473992,4.5524355176375e-12,2.81324879148061e-11,16.6965274023803,"APOLD1","ref|Homo sapiens apolipoprotein L domain containing 1 (APOLD1), transcript variant 2, mRNA [NM_030817]"
"16383",1.12931756756757,4.13819932432432,11.7640636524438,1.6364139589774e-26,5.73419063677624e-25,49.4718022012596,"lincRNA:chr8:129060698-129082451_F","lincRNA:chr8:129060698-129082451 forward strand"
"16390",-1.58535135135135,6.8617972972973,-12.7690154168708,4.27152274616869e-30,2.79471096595484e-28,57.632160635509,"lincRNA:chr7:79088255-79100366_F","lincRNA:chr7:79088255-79100366 forward strand"
"16557",1.42104054054053,7.71774324324324,8.6593907361225,3.00993119647896e-16,2.84741317232125e-15,26.1463832914855,"GRB7","ref|Homo sapiens growth factor receptor-bound protein 7 (GRB7), transcript variant 1, mRNA [NM_005310]"
"16655",-2.22921621621621,8.66332432432432,-13.7637296118376,1.0094245511285e-33,1.38884942652328e-31,65.8949195500356,"GHR","ref|Homo sapiens growth hormone receptor (GHR), mRNA [NM_000163]"
"16670",-2.78333108108108,10.3242804054054,-12.6159261760305,1.52152209460337e-29,8.78725970191924e-28,56.375460103663,"SLC19A3","ref|Homo sapiens solute carrier family 19, member 3 (SLC19A3), mRNA [NM_025243]"
"16834",-1.706,10.1013783783784,-10.1079024692442,7.45486386915465e-21,1.16153298469866e-19,36.6000740015041,"S100A1","ref|Homo sapiens S100 calcium binding protein A1 (S100A1), mRNA [NM_006271]"
